,DXEX v3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
0,C:\Documents and Settings\Prof. Werneck\Desktop\Testes_HTP\Testes\Testes_Topo\15mm\15mm_campo_topo_t03.lda,,,,,,,,,,,,,,,,,,
1,18:05:01,,,,,,,,,,,,,,,,,,
2,15.00 mm;-0.85 mm;0.00 mm,,,,,,,,,,,,,,,,,,
3,15_90_sub1,,,,,,,,,,,,,,,,,,
4,"""X [mm]""	""Y [mm]""	""Z [mm]""	""Date_Time""	""Count{1}""	""Data Rate{1} [#/s]""	""Validation{1} [%]""	""LDA1-Mean [m/s]""","""LDA2-Mean","[m/s]""","""LDA1-RMS","[m/s]""","""LDA2-RMS","[m/s]""","""LDA1-MeanConf","[m/s]""","""LDA2-MeanConf","[m/s]""","""LDA1-RMSConf","[m/s]""","""LDA2-RMSConf","[m/s]""","""LDA1-AnodeCur","[uA]""","""LDA2-AnodeCur","[uA]"""
547,15.00	-5.85	-21.00	19:57:12	115	24.49	90.69	0.0156	0.2391	0.1906	0.1842	0.0350	0.0338	0.0247	0.0239	16	16,,,,,,,,,,,,,,,,,,
548,15.00	-5.35	-21.00	19:57:25	132	26.86	92.30	0.0198	0.2477	0.1687	0.1827	0.0289	0.0313	0.0204	0.0221	16	28,,,,,,,,,,,,,,,,,,
549,15.00	-4.85	-21.00	19:57:37	161	32.95	97.41	0.0344	0.2375	0.1507	0.1477	0.0234	0.0229	0.0165	0.0162	12	19,,,,,,,,,,,,,,,,,,
550,15.00	-4.35	-21.00	19:57:49	135	27.20	94.85	0.0393	0.2495	0.1605	0.1851	0.0272	0.0313	0.0192	0.0222	9	16,,,,,,,,,,,,,,,,,,
551,15.00	-3.85	-21.00	19:58:01	147	29.69	97.31	0.0431	0.2837	0.1770	0.1573	0.0287	0.0255	0.0203	0.0180	12	19,,,,,,,,,,,,,,,,,,
552,15.00	-3.35	-21.00	19:58:14	150	30.85	97.20	0.0559	0.2631	0.1388	0.1719	0.0223	0.0276	0.0158	0.0195	12	16,,,,,,,,,,,,,,,,,,
553,15.00	-2.85	-21.00	19:58:26	113	22.71	90.14	0.0505	0.2610	0.1424	0.1799	0.0264	0.0333	0.0186	0.0236	9	16,,,,,,,,,,,,,,,,,,
554,15.00	-2.35	-21.00	19:58:39	147	29.65	98.21	0.0975	0.1800	0.1439	0.2183	0.0233	0.0354	0.0165	0.0250	12	22,,,,,,,,,,,,,,,,,,
555,15.00	-1.85	-21.00	19:58:52	192	39.44	97.53	0.1024	0.1540	0.1694	0.2113	0.0240	0.0300	0.0170	0.0212	9	12,,,,,,,,,,,,,,,,,,
556,15.00	-1.35	-21.00	19:59:04	153	31.44	98.20	0.1014	0.1120	0.1647	0.2920	0.0262	0.0464	0.0185	0.0328	9	16,,,,,,,,,,,,,,,,,,
557,15.00	-0.85	-21.00	19:59:16	144	29.11	93.67	0.1314	0.0178	0.1791	0.3356	0.0294	0.0550	0.0208	0.0389	12	16,,,,,,,,,,,,,,,,,,
558,15.00	-0.35	-21.00	19:59:28	156	31.40	91.42	0.1638	-0.0221	0.1825	0.3110	0.0287	0.0490	0.0203	0.0346	16	19,,,,,,,,,,,,,,,,,,
559,15.00	0.15	-21.00	19:59:40	143	28.99	92.57	0.1135	-0.1178	0.1648	0.2635	0.0271	0.0433	0.0192	0.0307	16	22,,,,,,,,,,,,,,,,,,
560,15.00	0.65	-21.00	19:59:52	145	29.11	86.82	0.1200	-0.1560	0.1787	0.2482	0.0292	0.0405	0.0206	0.0287	12	19,,,,,,,,,,,,,,,,,,
561,15.00	1.15	-21.00	20:00:05	122	25.24	94.10	0.1182	-0.2008	0.1529	0.1800	0.0272	0.0321	0.0193	0.0227	12	19,,,,,,,,,,,,,,,,,,
562,15.00	1.65	-21.00	20:00:17	140	28.31	85.52	0.0833	-0.2607	0.1353	0.1606	0.0225	0.0267	0.0159	0.0189	12	22,,,,,,,,,,,,,,,,,,
563,15.00	2.15	-21.00	20:00:29	104	20.81	92.95	0.0779	-0.2734	0.1449	0.1656	0.0280	0.0320	0.0198	0.0226	12	48,,,,,,,,,,,,,,,,,,
564,15.00	2.65	-21.00	20:00:42	145	29.18	95.81	0.0473	-0.2661	0.1562	0.1652	0.0255	0.0270	0.0180	0.0191	12	16,,,,,,,,,,,,,,,,,,
565,15.00	3.15	-21.00	20:00:54	164	33.48	94.99	0.0806	-0.3113	0.1574	0.1503	0.0242	0.0231	0.0171	0.0163	12	16,,,,,,,,,,,,,,,,,,
566,15.00	3.65	-21.00	20:01:06	162	32.56	96.90	0.0222	-0.2707	0.1632	0.1448	0.0252	0.0224	0.0178	0.0158	12	22,,,,,,,,,,,,,,,,,,
567,15.00	4.15	-21.00	20:01:18	156	31.51	94.74	0.0199	-0.2678	0.1606	0.1626	0.0253	0.0256	0.0179	0.0181	12	16,,,,,,,,,,,,,,,,,,
568,15.00	4.65	-21.00	20:01:31	148	30.35	94.23	0.0176	-0.2596	0.1696	0.1809	0.0274	0.0292	0.0194	0.0207	12	16,,,,,,,,,,,,,,,,,,
569,15.00	5.15	-21.00	20:01:44	127	25.81	98.11	0.0331	-0.2851	0.1636	0.1960	0.0286	0.0342	0.0202	0.0242	16	19,,,,,,,,,,,,,,,,,,
570,15.00	5.65	-21.00	20:01:58	188	38.33	96.09	0.0385	-0.2959	0.1923	0.2347	0.0276	0.0336	0.0195	0.0238	16	16,,,,,,,,,,,,,,,,,,
571,15.00	6.15	-21.00	20:02:11	192	38.48	86.47	0.0081	-0.3110	0.2278	0.2259	0.0323	0.0320	0.0228	0.0227	16	16,,,,,,,,,,,,,,,,,,
572,15.00	6.65	-21.00	20:02:23	176	35.34	95.19	0.0253	-0.3929	0.2111	0.1874	0.0313	0.0278	0.0221	0.0196	19	22,,,,,,,,,,,,,,,,,,
573,15.00	7.15	-21.00	20:02:35	159	31.86	93.40	0.0073	-0.3485	0.2066	0.1889	0.0322	0.0295	0.0228	0.0208	12	19,,,,,,,,,,,,,,,,,,
574,15.00	7.15	-21.50	20:02:47	119	24.36	90.00	-0.0632	-0.3806	0.1894	0.1627	0.0342	0.0294	0.0242	0.0208	12	19,,,,,,,,,,,,,,,,,,
575,15.00	6.65	-21.50	20:02:59	154	31.81	96.32	-0.0189	-0.3711	0.2277	0.1673	0.0361	0.0265	0.0255	0.0187	16	19,,,,,,,,,,,,,,,,,,
576,15.00	6.15	-21.50	20:03:11	179	36.21	95.32	0.0071	-0.3068	0.2104	0.2158	0.0309	0.0317	0.0219	0.0224	16	19,,,,,,,,,,,,,,,,,,
577,15.00	5.65	-21.50	20:03:24	179	36.45	91.68	0.0106	-0.3434	0.2052	0.2065	0.0301	0.0303	0.0213	0.0214	19	28,,,,,,,,,,,,,,,,,,
578,15.00	5.15	-21.50	20:03:36	139	27.91	86.67	0.0196	-0.3158	0.1895	0.1874	0.0316	0.0313	0.0224	0.0221	16	16,,,,,,,,,,,,,,,,,,
579,15.00	4.65	-21.50	20:03:48	165	33.55	97.71	-0.0010	-0.2687	0.1775	0.1738	0.0272	0.0266	0.0192	0.0188	12	19,,,,,,,,,,,,,,,,,,
580,15.00	4.15	-21.50	20:04:01	146	29.29	95.83	0.0055	-0.2651	0.1626	0.1721	0.0265	0.0280	0.0187	0.0198	9	16,,,,,,,,,,,,,,,,,,
581,15.00	3.65	-21.50	20:04:14	166	34.51	91.13	0.0185	-0.2666	0.1807	0.1565	0.0276	0.0239	0.0195	0.0169	12	19,,,,,,,,,,,,,,,,,,
582,15.00	3.15	-21.50	20:04:26	119	23.99	92.00	0.0244	-0.3330	0.1756	0.1614	0.0317	0.0291	0.0224	0.0206	12	19,,,,,,,,,,,,,,,,,,
583,15.00	2.65	-21.50	20:04:40	144	28.99	88.68	0.0242	-0.3183	0.1739	0.1512	0.0285	0.0248	0.0202	0.0175	12	16,,,,,,,,,,,,,,,,,,
584,15.00	2.15	-21.50	20:04:52	108	22.11	95.71	0.0517	-0.3255	0.1482	0.1779	0.0281	0.0337	0.0199	0.0238	9	16,,,,,,,,,,,,,,,,,,
585,15.00	1.65	-21.50	20:05:05	124	25.34	92.03	0.0217	-0.2678	0.1411	0.1810	0.0249	0.0320	0.0176	0.0226	9	22,,,,,,,,,,,,,,,,,,
586,15.00	1.15	-21.50	20:05:17	115	23.27	97.50	0.0574	-0.2090	0.1360	0.1953	0.0250	0.0358	0.0177	0.0253	12	25,,,,,,,,,,,,,,,,,,
587,15.00	0.65	-21.50	20:05:29	163	32.62	95.52	0.0449	-0.1607	0.1612	0.2346	0.0248	0.0361	0.0176	0.0255	9	22,,,,,,,,,,,,,,,,,,
588,15.00	0.15	-21.50	20:05:42	158	32.64	92.88	0.0589	-0.1496	0.1746	0.2609	0.0273	0.0408	0.0193	0.0289	12	22,,,,,,,,,,,,,,,,,,
589,15.00	-0.35	-21.50	20:05:55	149	30.18	96.31	0.0416	-0.0191	0.1704	0.2798	0.0274	0.0451	0.0194	0.0319	16	16,,,,,,,,,,,,,,,,,,
590,15.00	-0.85	-21.50	20:06:07	191	38.01	96.09	0.0602	0.0490	0.1692	0.2725	0.0241	0.0387	0.0170	0.0274	16	22,,,,,,,,,,,,,,,,,,
591,15.00	-1.35	-21.50	20:06:19	166	34.58	90.93	0.0293	0.1045	0.1500	0.2613	0.0229	0.0399	0.0162	0.0282	12	22,,,,,,,,,,,,,,,,,,
592,15.00	-1.85	-21.50	20:06:31	172	34.94	95.04	0.0365	0.1830	0.1755	0.2182	0.0263	0.0327	0.0186	0.0231	12	22,,,,,,,,,,,,,,,,,,
593,15.00	-2.35	-21.50	20:06:43	158	31.86	94.03	0.0285	0.2783	0.1286	0.1827	0.0201	0.0286	0.0142	0.0202	9	51,,,,,,,,,,,,,,,,,,
594,15.00	-2.85	-21.50	20:06:56	156	31.45	96.77	0.0199	0.2679	0.1464	0.1866	0.0230	0.0294	0.0163	0.0208	9	19,,,,,,,,,,,,,,,,,,
595,15.00	-3.35	-21.50	20:07:08	160	32.31	92.09	0.0255	0.3048	0.1560	0.1730	0.0242	0.0269	0.0171	0.0190	12	16,,,,,,,,,,,,,,,,,,
596,15.00	-3.85	-21.50	20:07:21	164	33.58	94.78	-0.0024	0.2977	0.1737	0.1636	0.0267	0.0251	0.0189	0.0178	12	16,,,,,,,,,,,,,,,,,,
597,15.00	-4.35	-21.50	20:07:33	145	29.74	96.29	0.0191	0.3026	0.1831	0.1530	0.0299	0.0250	0.0211	0.0177	12	16,,,,,,,,,,,,,,,,,,
598,15.00	-4.85	-21.50	20:07:46	124	24.84	96.16	0.0169	0.2640	0.1704	0.1618	0.0301	0.0286	0.0213	0.0202	12	16,,,,,,,,,,,,,,,,,,
599,15.00	-5.35	-21.50	20:07:59	117	24.15	93.98	-0.0161	0.2569	0.1749	0.1815	0.0318	0.0330	0.0225	0.0234	12	19,,,,,,,,,,,,,,,,,,
600,15.00	-5.85	-21.50	20:08:12	159	32.05	93.94	-0.0150	0.2196	0.1981	0.1884	0.0309	0.0294	0.0218	0.0208	12	16,,,,,,,,,,,,,,,,,,
601,15.00	-6.35	-21.50	20:08:25	198	40.01	98.32	-0.0157	0.3268	0.2007	0.1992	0.0280	0.0278	0.0198	0.0197	16	19,,,,,,,,,,,,,,,,,,
602,15.00	-6.85	-21.50	20:08:37	172	34.88	95.83	-0.0179	0.2878	0.2178	0.2166	0.0326	0.0325	0.0231	0.0230	16	19,,,,,,,,,,,,,,,,,,
603,15.00	-6.85	-22.00	20:08:49	185	37.36	95.72	-0.0120	0.3323	0.2417	0.2126	0.0349	0.0307	0.0247	0.0217	12	12,,,,,,,,,,,,,,,,,,
604,15.00	-6.35	-22.00	20:09:01	190	38.09	92.99	-0.0296	0.2829	0.1827	0.1985	0.0260	0.0283	0.0184	0.0200	16	16,,,,,,,,,,,,,,,,,,
605,15.00	-5.85	-22.00	20:09:14	175	35.31	93.45	0.0009	0.2695	0.1764	0.2061	0.0262	0.0306	0.0185	0.0217	12	16,,,,,,,,,,,,,,,,,,
606,15.00	-5.35	-22.00	20:09:27	110	22.28	93.48	0.0096	0.2418	0.1517	0.1962	0.0285	0.0368	0.0201	0.0260	12	19,,,,,,,,,,,,,,,,,,
607,15.00	-4.85	-22.00	20:09:39	102	20.59	95.37	-0.0594	0.2975	0.1519	0.1689	0.0296	0.0329	0.0210	0.0233	9	19,,,,,,,,,,,,,,,,,,
608,15.00	-4.35	-22.00	20:09:51	154	31.22	91.16	-0.0342	0.2721	0.1715	0.1773	0.0272	0.0281	0.0192	0.0199	12	16,,,,,,,,,,,,,,,,,,
609,15.00	-3.85	-22.00	20:10:05	129	25.95	96.40	-0.0387	0.2783	0.1554	0.1554	0.0269	0.0269	0.0190	0.0190	12	16,,,,,,,,,,,,,,,,,,
610,15.00	-3.35	-22.00	20:10:17	149	30.14	95.79	-0.0148	0.2759	0.1604	0.1761	0.0258	0.0284	0.0183	0.0201	12	16,,,,,,,,,,,,,,,,,,
611,15.00	-2.85	-22.00	20:10:29	162	32.80	94.72	-0.0057	0.2568	0.1395	0.1660	0.0216	0.0256	0.0152	0.0181	9	19,,,,,,,,,,,,,,,,,,
612,15.00	-2.35	-22.00	20:10:43	112	22.66	91.97	-0.0305	0.1817	0.1467	0.2327	0.0273	0.0433	0.0193	0.0306	12	19,,,,,,,,,,,,,,,,,,
613,15.00	-1.85	-22.00	20:10:55	161	32.38	96.90	-0.0417	0.1551	0.1806	0.2133	0.0280	0.0330	0.0198	0.0234	12	19,,,,,,,,,,,,,,,,,,
614,15.00	-1.35	-22.00	20:11:07	138	28.52	94.49	-0.0156	0.0933	0.1722	0.2392	0.0288	0.0401	0.0204	0.0283	12	19,,,,,,,,,,,,,,,,,,
615,15.00	-0.85	-22.00	20:11:20	125	25.21	89.31	-0.0444	0.0512	0.1619	0.2680	0.0285	0.0472	0.0201	0.0334	12	19,,,,,,,,,,,,,,,,,,
616,15.00	-0.35	-22.00	20:11:32	152	30.14	88.14	-0.0286	-0.0085	0.1673	0.2846	0.0267	0.0454	0.0189	0.0321	16	25,,,,,,,,,,,,,,,,,,
617,15.00	0.15	-22.00	20:11:44	150	31.17	92.58	-0.0446	-0.0695	0.1677	0.2583	0.0269	0.0415	0.0190	0.0293	12	19,,,,,,,,,,,,,,,,,,
618,15.00	0.65	-22.00	20:11:57	183	36.90	93.54	-0.0489	-0.1595	0.1469	0.2124	0.0213	0.0309	0.0151	0.0218	12	19,,,,,,,,,,,,,,,,,,
619,15.00	1.15	-22.00	20:12:09	143	29.15	90.26	-0.0182	-0.1874	0.1454	0.1942	0.0239	0.0319	0.0169	0.0226	12	19,,,,,,,,,,,,,,,,,,
620,15.00	1.65	-22.00	20:12:21	128	26.26	95.62	-0.0071	-0.2203	0.1295	0.1787	0.0225	0.0311	0.0159	0.0220	9	22,,,,,,,,,,,,,,,,,,
621,15.00	2.15	-22.00	20:12:34	106	21.86	94.98	-0.0051	-0.2636	0.1383	0.1797	0.0264	0.0344	0.0187	0.0243	12	25,,,,,,,,,,,,,,,,,,
622,15.00	2.65	-22.00	20:12:47	137	27.76	92.29	-0.0074	-0.3079	0.1641	0.1634	0.0276	0.0275	0.0195	0.0194	9	16,,,,,,,,,,,,,,,,,,
623,15.00	3.15	-22.00	20:12:59	123	25.87	90.12	-0.0238	-0.3133	0.1681	0.1552	0.0298	0.0275	0.0211	0.0195	9	19,,,,,,,,,,,,,,,,,,
624,15.00	3.65	-22.00	20:13:11	164	33.11	92.27	0.0003	-0.2945	0.1674	0.1624	0.0257	0.0249	0.0182	0.0176	12	19,,,,,,,,,,,,,,,,,,
625,15.00	4.15	-22.00	20:13:24	159	31.98	89.73	0.0066	-0.2754	0.1450	0.1713	0.0226	0.0267	0.0160	0.0189	12	22,,,,,,,,,,,,,,,,,,
626,15.00	4.65	-22.00	20:13:36	135	27.37	96.04	-0.0230	-0.2722	0.1538	0.1829	0.0260	0.0310	0.0184	0.0219	12	22,,,,,,,,,,,,,,,,,,
627,15.00	5.15	-22.00	20:13:48	139	28.35	94.73	-0.0577	-0.2859	0.1932	0.2027	0.0322	0.0338	0.0228	0.0239	12	16,,,,,,,,,,,,,,,,,,
628,15.00	5.65	-22.00	20:14:00	164	33.41	75.80	-0.0440	-0.3071	0.2005	0.2032	0.0308	0.0312	0.0218	0.0221	12	19,,,,,,,,,,,,,,,,,,
629,15.00	6.15	-22.00	20:14:13	168	34.23	96.94	-0.0519	-0.3155	0.2133	0.2207	0.0324	0.0335	0.0229	0.0237	12	22,,,,,,,,,,,,,,,,,,
630,15.00	6.65	-22.00	20:14:26	139	28.57	95.96	-0.0076	-0.3609	0.2107	0.1839	0.0352	0.0307	0.0249	0.0217	12	22,,,,,,,,,,,,,,,,,,
631,15.00	7.15	-22.00	20:14:38	114	23.35	95.50	-0.0739	-0.4026	0.1886	0.1749	0.0348	0.0322	0.0246	0.0228	16	32,,,,,,,,,,,,,,,,,,
632,15.00	7.15	-22.50	20:14:51	148	30.37	89.68	-0.0569	-0.3397	0.2077	0.2087	0.0336	0.0337	0.0237	0.0239	16	28,,,,,,,,,,,,,,,,,,
633,15.00	6.65	-22.50	20:15:04	145	29.34	87.62	-0.0599	-0.3173	0.1991	0.2255	0.0325	0.0368	0.0230	0.0260	12	25,,,,,,,,,,,,,,,,,,
634,15.00	6.15	-22.50	20:15:16	130	26.22	91.51	-0.0544	-0.2552	0.2092	0.2270	0.0361	0.0392	0.0255	0.0277	12	25,,,,,,,,,,,,,,,,,,
635,15.00	5.65	-22.50	20:15:29	166	33.55	91.32	-0.0596	-0.2210	0.1827	0.2460	0.0279	0.0375	0.0197	0.0265	12	22,,,,,,,,,,,,,,,,,,
636,15.00	5.15	-22.50	20:15:41	142	28.55	92.45	-0.0494	-0.2143	0.1460	0.1966	0.0241	0.0324	0.0170	0.0229	12	22,,,,,,,,,,,,,,,,,,
637,15.00	4.65	-22.50	20:15:53	125	25.43	92.75	-0.0379	-0.2040	0.1475	0.1739	0.0260	0.0306	0.0184	0.0216	12	22,,,,,,,,,,,,,,,,,,
638,15.00	4.15	-22.50	20:16:06	156	31.89	97.09	-0.0484	-0.2124	0.1723	0.1485	0.0271	0.0234	0.0192	0.0165	12	32,,,,,,,,,,,,,,,,,,
639,15.00	3.65	-22.50	20:16:18	123	25.02	96.55	-0.0157	-0.2277	0.1946	0.1485	0.0345	0.0264	0.0244	0.0186	12	22,,,,,,,,,,,,,,,,,,
640,15.00	3.15	-22.50	20:16:31	127	25.55	95.14	-0.0198	-0.2339	0.1845	0.1689	0.0322	0.0295	0.0228	0.0209	12	19,,,,,,,,,,,,,,,,,,
641,15.00	2.65	-22.50	20:16:43	116	23.37	96.10	-0.0575	-0.2150	0.1704	0.1856	0.0311	0.0339	0.0220	0.0240	12	19,,,,,,,,,,,,,,,,,,
642,15.00	2.15	-22.50	20:16:56	134	27.38	94.33	-0.0366	-0.1916	0.1578	0.1735	0.0268	0.0295	0.0190	0.0209	12	25,,,,,,,,,,,,,,,,,,
643,15.00	1.65	-22.50	20:17:08	163	32.94	92.33	-0.0470	-0.1549	0.1425	0.1720	0.0220	0.0265	0.0155	0.0187	12	16,,,,,,,,,,,,,,,,,,
644,15.00	1.15	-22.50	20:17:21	147	29.82	91.58	-0.0568	-0.1744	0.1572	0.1861	0.0255	0.0302	0.0180	0.0213	16	25,,,,,,,,,,,,,,,,,,
645,15.00	0.65	-22.50	20:17:33	204	41.17	93.24	-0.0206	-0.0960	0.1841	0.2319	0.0253	0.0319	0.0179	0.0226	12	22,,,,,,,,,,,,,,,,,,
646,15.00	0.15	-22.50	20:17:45	118	23.74	79.08	-0.0948	-0.0422	0.1855	0.2706	0.0336	0.0490	0.0238	0.0347	12	19,,,,,,,,,,,,,,,,,,
647,15.00	-0.35	-22.50	20:17:56	172	34.81	93.34	-0.1141	-0.0296	0.1817	0.2763	0.0272	0.0414	0.0193	0.0293	16	19,,,,,,,,,,,,,,,,,,
648,15.00	-0.85	-22.50	20:18:09	181	37.12	92.75	-0.1301	0.0504	0.1757	0.2822	0.0257	0.0412	0.0181	0.0292	12	19,,,,,,,,,,,,,,,,,,
649,15.00	-1.35	-22.50	20:18:22	166	34.03	85.00	-0.0903	0.0787	0.1629	0.2667	0.0249	0.0407	0.0176	0.0288	12	22,,,,,,,,,,,,,,,,,,
650,15.00	-1.85	-22.50	20:18:35	142	28.81	94.85	-0.0842	0.1366	0.1428	0.2182	0.0236	0.0360	0.0167	0.0255	12	22,,,,,,,,,,,,,,,,,,
651,15.00	-2.35	-22.50	20:18:47	136	28.16	91.82	-0.0766	0.1588	0.1630	0.2049	0.0275	0.0346	0.0194	0.0244	12	19,,,,,,,,,,,,,,,,,,
652,15.00	-2.85	-22.50	20:18:59	150	30.91	95.09	-0.0528	0.1931	0.1495	0.1819	0.0240	0.0292	0.0170	0.0207	12	19,,,,,,,,,,,,,,,,,,
653,15.00	-3.35	-22.50	20:19:12	151	30.66	94.74	-0.0318	0.2134	0.1485	0.1653	0.0238	0.0265	0.0168	0.0187	12	22,,,,,,,,,,,,,,,,,,
654,15.00	-3.85	-22.50	20:19:25	130	26.52	92.38	-0.0618	0.2129	0.1726	0.1939	0.0298	0.0335	0.0211	0.0237	12	22,,,,,,,,,,,,,,,,,,
655,15.00	-4.35	-22.50	20:19:38	148	30.73	98.02	-0.0319	0.2370	0.1689	0.1612	0.0273	0.0261	0.0193	0.0184	9	19,,,,,,,,,,,,,,,,,,
656,15.00	-4.85	-22.50	20:19:51	92	18.64	93.35	-0.0459	0.1815	0.1632	0.1599	0.0335	0.0328	0.0237	0.0232	12	22,,,,,,,,,,,,,,,,,,
657,15.00	-5.35	-22.50	20:20:03	148	30.57	93.27	-0.0327	0.1965	0.1547	0.1735	0.0250	0.0280	0.0177	0.0198	16	19,,,,,,,,,,,,,,,,,,
658,15.00	-5.85	-22.50	20:20:16	140	28.76	93.74	-0.0405	0.2427	0.1901	0.2184	0.0316	0.0363	0.0223	0.0257	12	19,,,,,,,,,,,,,,,,,,
659,15.00	-6.35	-22.50	20:20:28	176	35.98	89.96	-0.0400	0.2630	0.1944	0.2115	0.0288	0.0313	0.0204	0.0222	12	19,,,,,,,,,,,,,,,,,,
660,15.00	-6.85	-22.50	20:20:41	181	36.90	94.91	-0.0772	0.3105	0.2061	0.2031	0.0301	0.0297	0.0213	0.0210	16	32,,,,,,,,,,,,,,,,,,
661,15.00	-5.35	-23.00	20:20:59	133	27.10	95.61	-0.0858	0.1269	0.1648	0.1816	0.0281	0.0310	0.0199	0.0219	9	16,,,,,,,,,,,,,,,,,,
662,15.00	-4.85	-23.00	20:21:11	100	20.57	96.39	-0.0421	0.1445	0.1635	0.1615	0.0322	0.0318	0.0228	0.0225	12	19,,,,,,,,,,,,,,,,,,
663,15.00	-4.35	-23.00	20:21:23	118	24.31	93.19	-0.0597	0.1220	0.1720	0.1513	0.0312	0.0274	0.0220	0.0194	9	19,,,,,,,,,,,,,,,,,,
664,15.00	-3.85	-23.00	20:21:35	127	25.87	96.89	-0.0798	0.1562	0.1841	0.1664	0.0322	0.0290	0.0227	0.0205	12	19,,,,,,,,,,,,,,,,,,
665,15.00	-3.35	-23.00	20:21:49	151	30.72	89.10	-0.0878	0.1226	0.1685	0.1675	0.0270	0.0268	0.0191	0.0190	12	16,,,,,,,,,,,,,,,,,,
666,15.00	-2.85	-23.00	20:22:01	147	29.66	95.05	-0.0781	0.1366	0.1571	0.1622	0.0255	0.0263	0.0180	0.0186	9	19,,,,,,,,,,,,,,,,,,
667,15.00	-2.35	-23.00	20:22:13	158	32.60	88.28	-0.1022	0.0851	0.1662	0.2121	0.0260	0.0332	0.0184	0.0235	9	16,,,,,,,,,,,,,,,,,,
668,15.00	-1.85	-23.00	20:22:25	160	32.11	94.55	-0.1007	0.0804	0.1851	0.2131	0.0288	0.0331	0.0203	0.0234	12	12,,,,,,,,,,,,,,,,,,
669,15.00	-1.35	-23.00	20:22:38	149	30.66	94.35	-0.1497	0.0556	0.1811	0.2347	0.0292	0.0378	0.0206	0.0267	16	19,,,,,,,,,,,,,,,,,,
670,15.00	-0.85	-23.00	20:22:51	183	36.74	93.16	-0.1763	0.0390	0.1797	0.2278	0.0261	0.0331	0.0185	0.0234	12	19,,,,,,,,,,,,,,,,,,
671,15.00	-0.35	-23.00	20:23:04	147	30.04	97.06	-0.1587	-0.0437	0.1861	0.2457	0.0302	0.0399	0.0213	0.0282	22	19,,,,,,,,,,,,,,,,,,
672,15.00	0.15	-23.00	20:23:16	192	38.59	90.38	-0.1371	-0.0520	0.1813	0.2379	0.0257	0.0337	0.0182	0.0239	12	19,,,,,,,,,,,,,,,,,,
673,15.00	0.65	-23.00	20:23:28	135	27.70	92.43	-0.1180	-0.0574	0.1958	0.2203	0.0332	0.0373	0.0234	0.0264	12	16,,,,,,,,,,,,,,,,,,
674,15.00	1.15	-23.00	20:23:41	169	33.97	95.68	-0.0957	-0.0907	0.1639	0.2030	0.0248	0.0307	0.0175	0.0217	12	19,,,,,,,,,,,,,,,,,,
675,15.00	1.65	-23.00	20:23:52	181	36.64	93.39	-0.1121	-0.0973	0.1793	0.1978	0.0262	0.0289	0.0185	0.0204	12	22,,,,,,,,,,,,,,,,,,
676,15.00	2.15	-23.00	20:24:04	136	27.88	91.93	-0.1022	-0.1215	0.1585	0.1665	0.0267	0.0281	0.0189	0.0199	16	25,,,,,,,,,,,,,,,,,,
677,15.00	2.65	-23.00	20:24:17	101	20.36	94.41	-0.0819	-0.1171	0.1668	0.1849	0.0327	0.0362	0.0231	0.0256	12	16,,,,,,,,,,,,,,,,,,
678,15.00	3.15	-23.00	20:24:29	125	25.12	94.83	-0.0498	-0.1180	0.1666	0.1884	0.0293	0.0332	0.0207	0.0235	12	19,,,,,,,,,,,,,,,,,,
679,15.00	3.65	-23.00	20:24:41	140	28.49	92.62	-0.0625	-0.1363	0.1891	0.1686	0.0314	0.0280	0.0222	0.0198	12	19,,,,,,,,,,,,,,,,,,
680,15.00	4.15	-23.00	20:24:54	150	30.46	91.42	-0.0858	-0.1355	0.2055	0.1837	0.0330	0.0295	0.0233	0.0209	9	16,,,,,,,,,,,,,,,,,,
681,15.00	4.65	-23.00	20:25:06	132	26.71	95.62	-0.0647	-0.1171	0.1768	0.2024	0.0303	0.0347	0.0214	0.0245	12	16,,,,,,,,,,,,,,,,,,
682,15.00	5.15	-23.00	20:25:19	139	28.24	92.11	-0.1078	-0.1239	0.1705	0.2121	0.0284	0.0354	0.0201	0.0250	16	19,,,,,,,,,,,,,,,,,,
683,15.00	4.15	-23.50	20:25:33	176	35.92	92.63	-0.1195	-0.0239	0.1992	0.1969	0.0295	0.0292	0.0209	0.0206	64	32,,,,,,,,,,,,,,,,,,
684,15.00	3.65	-23.50	20:25:46	159	31.98	93.77	-0.0917	-0.0489	0.1893	0.1836	0.0295	0.0286	0.0209	0.0202	12	32,,,,,,,,,,,,,,,,,,
685,15.00	3.15	-23.50	20:25:58	108	21.73	88.82	-0.0712	-0.0283	0.1494	0.1993	0.0283	0.0378	0.0200	0.0267	12	22,,,,,,,,,,,,,,,,,,
686,15.00	2.65	-23.50	20:26:10	123	24.85	98.18	-0.1077	-0.0001	0.1806	0.1818	0.0320	0.0323	0.0227	0.0228	12	19,,,,,,,,,,,,,,,,,,
687,15.00	2.15	-23.50	20:26:23	120	24.48	94.73	-0.1435	-0.0153	0.1816	0.1886	0.0326	0.0339	0.0231	0.0240	12	25,,,,,,,,,,,,,,,,,,
