294,15.00	-0.85	-9.00	13:27:40	157	31.68	95.36	0.1439	-0.0853	0.2123	0.1813	0.0333	0.0284	0.0236	0.0201	12	22,,,,,,,,,,,,,,,,,,
295,15.00	-0.35	-9.00	13:27:53	146	29.77	94.26	0.1389	-0.0196	0.2368	0.1520	0.0385	0.0247	0.0273	0.0175	12	16,,,,,,,,,,,,,,,,,,
296,15.00	0.15	-9.00	13:28:05	144	28.87	94.28	0.1975	0.0153	0.2047	0.1447	0.0335	0.0237	0.0237	0.0168	16	19,,,,,,,,,,,,,,,,,,
297,15.00	0.65	-9.00	13:28:18	175	35.45	89.68	0.1219	0.0753	0.2256	0.1537	0.0335	0.0228	0.0237	0.0161	12	22,,,,,,,,,,,,,,,,,,
298,15.00	1.15	-9.00	13:28:30	144	29.27	98.06	0.1126	0.1298	0.2627	0.1692	0.0431	0.0277	0.0304	0.0196	16	19,,,,,,,,,,,,,,,,,,
299,15.00	1.65	-9.00	13:28:43	162	32.61	91.64	0.0535	0.1497	0.2248	0.1885	0.0347	0.0291	0.0246	0.0206	12	25,,,,,,,,,,,,,,,,,,
300,15.00	2.15	-9.00	13:28:55	178	36.15	96.02	0.0547	0.1673	0.2310	0.2088	0.0340	0.0308	0.0241	0.0218	16	22,,,,,,,,,,,,,,,,,,
301,15.00	2.65	-9.00	13:29:08	174	35.00	96.80	0.0196	0.1923	0.2390	0.2107	0.0356	0.0314	0.0252	0.0222	12	22,,,,,,,,,,,,,,,,,,
302,15.00	3.15	-9.00	13:29:20	293	59.47	96.49	-0.0199	0.1895	0.2277	0.2125	0.0261	0.0244	0.0185	0.0172	12	22,,,,,,,,,,,,,,,,,,
303,15.00	3.65	-9.00	13:29:32	223	45.06	95.25	-0.0625	0.2151	0.2196	0.2022	0.0289	0.0266	0.0204	0.0188	16	19,,,,,,,,,,,,,,,,,,
304,15.00	4.15	-9.00	13:29:44	219	44.12	92.41	-0.0510	0.2554	0.1964	0.1840	0.0261	0.0244	0.0184	0.0173	19	19,,,,,,,,,,,,,,,,,,
305,15.00	3.65	-9.50	13:29:56	216	44.54	93.28	-0.0612	0.2194	0.1993	0.1876	0.0266	0.0251	0.0188	0.0177	12	19,,,,,,,,,,,,,,,,,,
306,15.00	3.15	-9.50	13:30:09	225	46.62	91.86	-0.0302	0.1886	0.2126	0.1996	0.0278	0.0261	0.0197	0.0185	16	16,,,,,,,,,,,,,,,,,,
307,15.00	2.65	-9.50	13:30:21	169	34.48	94.68	-0.0602	0.1628	0.2273	0.2019	0.0344	0.0305	0.0243	0.0216	16	32,,,,,,,,,,,,,,,,,,
308,15.00	2.15	-9.50	13:30:33	156	32.09	89.18	0.0376	0.1296	0.2283	0.1774	0.0359	0.0279	0.0254	0.0197	19	19,,,,,,,,,,,,,,,,,,
309,15.00	1.65	-9.50	13:30:46	149	29.86	95.69	0.0600	0.1282	0.2291	0.2049	0.0369	0.0330	0.0261	0.0233	16	25,,,,,,,,,,,,,,,,,,
310,15.00	1.15	-9.50	13:30:58	172	34.60	90.99	0.1256	0.1116	0.2024	0.1646	0.0303	0.0247	0.0215	0.0174	16	19,,,,,,,,,,,,,,,,,,
311,15.00	0.65	-9.50	13:31:11	136	27.57	94.40	0.1599	0.0702	0.2368	0.1445	0.0400	0.0244	0.0283	0.0172	12	19,,,,,,,,,,,,,,,,,,
312,15.00	0.15	-9.50	13:31:23	150	30.43	96.24	0.1910	0.0242	0.1719	0.1565	0.0276	0.0251	0.0195	0.0178	12	22,,,,,,,,,,,,,,,,,,
313,15.00	-0.35	-9.50	13:31:35	180	36.24	95.27	0.1903	-0.0167	0.2095	0.1520	0.0307	0.0223	0.0217	0.0157	12	16,,,,,,,,,,,,,,,,,,
314,15.00	-0.85	-9.50	13:31:47	200	40.22	95.64	0.1729	-0.0571	0.2357	0.1517	0.0328	0.0211	0.0232	0.0149	16	19,,,,,,,,,,,,,,,,,,
315,15.00	-1.35	-9.50	13:32:00	164	33.35	96.61	0.1416	-0.1027	0.2179	0.1669	0.0335	0.0256	0.0237	0.0181	16	19,,,,,,,,,,,,,,,,,,
316,15.00	-1.85	-9.50	13:32:12	199	40.19	92.15	0.0740	-0.1286	0.2408	0.1727	0.0335	0.0241	0.0237	0.0170	12	19,,,,,,,,,,,,,,,,,,
317,15.00	-2.35	-9.50	13:32:25	168	34.08	94.36	0.0388	-0.1533	0.2550	0.1899	0.0387	0.0288	0.0273	0.0204	12	19,,,,,,,,,,,,,,,,,,
318,15.00	-2.85	-9.50	13:32:37	178	36.01	90.35	-0.0223	-0.1709	0.2341	0.2360	0.0345	0.0348	0.0244	0.0246	16	19,,,,,,,,,,,,,,,,,,
319,15.00	-3.35	-9.50	13:32:50	187	38.11	96.40	-0.0351	-0.1870	0.2402	0.2051	0.0345	0.0295	0.0244	0.0208	12	16,,,,,,,,,,,,,,,,,,
320,15.00	-2.85	-10.00	13:33:02	177	35.43	92.61	-0.0321	-0.1228	0.1994	0.1751	0.0295	0.0259	0.0208	0.0183	16	22,,,,,,,,,,,,,,,,,,
321,15.00	-2.35	-10.00	13:33:14	155	31.79	90.64	0.0215	-0.1274	0.2222	0.1910	0.0351	0.0302	0.0248	0.0213	16	22,,,,,,,,,,,,,,,,,,
322,15.00	-1.85	-10.00	13:33:26	142	28.79	82.82	0.0979	-0.1061	0.2177	0.1684	0.0359	0.0278	0.0254	0.0197	16	22,,,,,,,,,,,,,,,,,,
323,15.00	-1.35	-10.00	13:33:39	161	32.64	89.29	0.1494	-0.0631	0.1866	0.1411	0.0289	0.0219	0.0204	0.0155	16	19,,,,,,,,,,,,,,,,,,
324,15.00	-0.85	-10.00	13:33:51	162	32.66	87.59	0.1909	-0.0537	0.2034	0.1210	0.0314	0.0187	0.0222	0.0132	16	19,,,,,,,,,,,,,,,,,,
325,15.00	-0.35	-10.00	13:34:03	177	35.79	90.41	0.2246	-0.0052	0.1698	0.1418	0.0251	0.0209	0.0177	0.0148	16	19,,,,,,,,,,,,,,,,,,
326,15.00	0.15	-10.00	13:34:15	128	26.10	93.40	0.2269	0.0181	0.1676	0.1520	0.0292	0.0264	0.0206	0.0187	16	16,,,,,,,,,,,,,,,,,,
327,15.00	0.65	-10.00	13:34:27	111	22.43	92.68	0.2163	0.0455	0.1909	0.1330	0.0357	0.0249	0.0252	0.0176	12	19,,,,,,,,,,,,,,,,,,
328,15.00	1.15	-10.00	13:34:39	142	28.80	95.91	0.1390	0.0748	0.2039	0.1584	0.0337	0.0262	0.0238	0.0185	16	22,,,,,,,,,,,,,,,,,,
329,15.00	1.65	-10.00	13:34:52	184	37.11	95.16	0.0678	0.1315	0.2129	0.1790	0.0308	0.0259	0.0218	0.0183	12	16,,,,,,,,,,,,,,,,,,
330,15.00	2.15	-10.00	13:35:04	176	35.96	95.14	0.0019	0.1488	0.2336	0.2146	0.0346	0.0318	0.0245	0.0225	16	19,,,,,,,,,,,,,,,,,,
331,15.00	2.65	-10.00	13:35:17	190	38.36	90.58	-0.0150	0.1543	0.2171	0.1899	0.0309	0.0271	0.0219	0.0191	12	25,,,,,,,,,,,,,,,,,,
332,15.00	2.65	-10.50	13:35:29	191	38.69	83.94	-0.0584	0.1478	0.1803	0.1827	0.0256	0.0260	0.0181	0.0184	16	19,,,,,,,,,,,,,,,,,,
333,15.00	2.15	-10.50	13:35:41	155	31.40	94.94	0.0104	0.1268	0.2052	0.2024	0.0324	0.0320	0.0229	0.0226	16	19,,,,,,,,,,,,,,,,,,
334,15.00	1.65	-10.50	13:35:53	160	32.32	95.87	0.0757	0.1344	0.2221	0.1624	0.0345	0.0252	0.0244	0.0178	12	19,,,,,,,,,,,,,,,,,,
335,15.00	1.15	-10.50	13:36:05	193	39.43	97.24	0.1647	0.0672	0.2102	0.1667	0.0297	0.0236	0.0210	0.0167	16	19,,,,,,,,,,,,,,,,,,
336,15.00	0.65	-10.50	13:36:18	152	30.60	92.51	0.2049	0.0378	0.1758	0.1265	0.0280	0.0202	0.0198	0.0143	12	19,,,,,,,,,,,,,,,,,,
337,15.00	0.15	-10.50	13:36:30	164	33.05	97.11	0.2641	0.0155	0.1709	0.1387	0.0262	0.0213	0.0185	0.0151	19	22,,,,,,,,,,,,,,,,,,
338,15.00	-0.35	-10.50	13:36:42	206	41.61	94.02	0.2654	-0.0121	0.1612	0.1260	0.0221	0.0173	0.0156	0.0122	12	16,,,,,,,,,,,,,,,,,,
339,15.00	-0.85	-10.50	13:36:56	170	35.10	95.76	0.2235	-0.0424	0.1913	0.1426	0.0288	0.0215	0.0204	0.0152	12	19,,,,,,,,,,,,,,,,,,
340,15.00	-1.35	-10.50	13:37:07	122	24.96	93.52	0.1632	-0.0924	0.1623	0.1639	0.0289	0.0292	0.0205	0.0207	16	25,,,,,,,,,,,,,,,,,,
341,15.00	-1.85	-10.50	13:37:19	112	22.49	96.32	0.0776	-0.0849	0.1726	0.1477	0.0321	0.0275	0.0227	0.0194	12	25,,,,,,,,,,,,,,,,,,
342,15.00	-2.35	-10.50	13:37:32	144	28.98	94.86	0.0151	-0.1395	0.2107	0.1477	0.0345	0.0242	0.0244	0.0171	16	22,,,,,,,,,,,,,,,,,,
343,15.00	-1.85	-11.00	13:37:44	60	12.18	97.50	0.0457	-0.0859	0.2167	0.1357	0.0553	0.0346	0.0391	0.0245	12	32,,,,,,,,,,,,,,,,,,
344,15.00	-1.35	-11.00	13:37:57	89	17.63	92.02	0.2238	-0.0725	0.1854	0.1609	0.0387	0.0336	0.0274	0.0238	12	19,,,,,,,,,,,,,,,,,,
345,15.00	-0.85	-11.00	13:38:09	147	29.68	93.09	0.2439	-0.0391	0.1768	0.1550	0.0287	0.0251	0.0203	0.0178	12	19,,,,,,,,,,,,,,,,,,
346,15.00	-0.35	-11.00	13:38:21	200	41.63	95.45	0.2656	-0.0184	0.2065	0.1670	0.0287	0.0232	0.0203	0.0164	16	19,,,,,,,,,,,,,,,,,,
347,15.00	0.15	-11.00	13:38:33	184	37.43	93.42	0.2400	0.0311	0.2106	0.1498	0.0305	0.0217	0.0216	0.0153	12	16,,,,,,,,,,,,,,,,,,
348,15.00	0.65	-11.00	13:38:45	129	26.44	92.83	0.2162	0.0237	0.1674	0.1710	0.0290	0.0296	0.0205	0.0209	16	19,,,,,,,,,,,,,,,,,,
349,15.00	1.15	-11.00	13:38:57	128	25.93	94.04	0.1741	0.0562	0.1719	0.2200	0.0299	0.0383	0.0211	0.0271	19	22,,,,,,,,,,,,,,,,,,
350,15.00	1.65	-11.00	13:39:09	161	32.23	91.54	0.0958	0.0919	0.1956	0.1797	0.0303	0.0278	0.0214	0.0197	12	16,,,,,,,,,,,,,,,,,,
351,15.00	2.15	-11.00	13:39:23	181	36.26	94.59	-0.0325	0.1204	0.1904	0.1771	0.0278	0.0259	0.0197	0.0183	12	19,,,,,,,,,,,,,,,,,,
352,15.00	1.65	-11.50	13:39:36	178	36.26	95.89	0.1063	0.0705	0.1716	0.1992	0.0253	0.0293	0.0179	0.0207	16	32,,,,,,,,,,,,,,,,,,
353,15.00	1.15	-11.50	13:39:50	155	31.14	95.65	0.2079	0.0673	0.1811	0.1792	0.0286	0.0283	0.0202	0.0200	19	22,,,,,,,,,,,,,,,,,,
354,15.00	0.65	-11.50	13:40:03	138	28.01	92.99	0.2570	0.0621	0.1768	0.1873	0.0296	0.0314	0.0209	0.0222	12	25,,,,,,,,,,,,,,,,,,
355,15.00	0.15	-11.50	13:40:16	187	38.52	92.80	0.2506	0.0193	0.1838	0.1775	0.0264	0.0255	0.0187	0.0180	19	19,,,,,,,,,,,,,,,,,,
356,15.00	-0.35	-11.50	13:40:29	234	47.65	85.51	0.2637	-0.0179	0.1956	0.1670	0.0251	0.0214	0.0178	0.0152	12	19,,,,,,,,,,,,,,,,,,
357,15.00	-0.85	-11.50	13:40:41	136	27.82	92.50	0.2377	-0.0513	0.1627	0.1649	0.0274	0.0278	0.0194	0.0197	16	25,,,,,,,,,,,,,,,,,,
358,15.00	-1.35	-11.50	13:40:54	61	12.36	91.54	0.1988	-0.0410	0.1690	0.1778	0.0428	0.0450	0.0302	0.0318	16	19,,,,,,,,,,,,,,,,,,
359,15.00	-1.85	-11.50	13:41:07	49	10.42	95.96	0.1113	-0.0633	0.1573	0.1745	0.0445	0.0494	0.0315	0.0349	12	22,,,,,,,,,,,,,,,,,,
360,15.00	-1.35	-12.00	13:41:20	111	22.34	96.22	0.1680	-0.0676	0.1808	0.1741	0.0338	0.0325	0.0239	0.0230	16	22,,,,,,,,,,,,,,,,,,
361,15.00	-0.85	-12.00	13:41:34	215	43.87	91.51	0.2445	-0.0383	0.1832	0.1559	0.0245	0.0209	0.0174	0.0148	12	22,,,,,,,,,,,,,,,,,,
362,15.00	-0.35	-12.00	13:41:46	237	47.86	92.13	0.2505	0.0029	0.1898	0.1570	0.0242	0.0200	0.0171	0.0142	12	16,,,,,,,,,,,,,,,,,,
363,15.00	0.15	-12.00	13:41:58	202	40.53	94.53	0.2757	0.0250	0.1845	0.1604	0.0255	0.0222	0.0180	0.0157	16	22,,,,,,,,,,,,,,,,,,
364,15.00	0.65	-12.00	13:42:11	113	24.36	64.37	0.2213	0.0707	0.1756	0.1495	0.0325	0.0277	0.0230	0.0196	12	19,,,,,,,,,,,,,,,,,,
365,15.00	1.15	-12.00	13:42:24	142	28.67	95.23	0.1643	0.0610	0.1929	0.1799	0.0318	0.0297	0.0225	0.0210	16	19,,,,,,,,,,,,,,,,,,
366,15.00	1.65	-12.00	13:42:36	213	42.98	91.09	0.1153	0.0804	0.2038	0.1792	0.0274	0.0241	0.0194	0.0171	12	22,,,,,,,,,,,,,,,,,,
367,15.00	1.15	-12.50	13:42:48	168	33.72	89.38	0.1424	0.0817	0.1838	0.1633	0.0279	0.0248	0.0197	0.0175	19	19,,,,,,,,,,,,,,,,,,
368,15.00	0.65	-12.50	13:43:00	147	29.69	78.51	0.2383	0.0409	0.2017	0.1449	0.0327	0.0235	0.0231	0.0166	16	25,,,,,,,,,,,,,,,,,,
369,15.00	0.15	-12.50	13:43:13	182	37.15	96.12	0.2524	0.0309	0.1834	0.1421	0.0267	0.0207	0.0189	0.0146	12	19,,,,,,,,,,,,,,,,,,
370,15.00	-0.35	-12.50	13:43:25	216	43.40	95.52	0.2472	-0.0182	0.2039	0.1635	0.0273	0.0219	0.0193	0.0155	12	28,,,,,,,,,,,,,,,,,,
371,15.00	-0.85	-12.50	13:43:38	177	35.78	95.92	0.2250	-0.0050	0.1987	0.1636	0.0294	0.0242	0.0208	0.0171	16	28,,,,,,,,,,,,,,,,,,
372,15.00	-1.35	-12.50	13:43:51	152	30.60	94.92	0.1458	-0.0607	0.2228	0.1639	0.0355	0.0261	0.0251	0.0185	19	28,,,,,,,,,,,,,,,,,,
373,15.00	-1.35	-13.00	13:44:03	189	38.08	92.97	0.1763	-0.0476	0.2279	0.1615	0.0326	0.0231	0.0230	0.0163	16	22,,,,,,,,,,,,,,,,,,
374,15.00	-0.85	-13.00	13:44:16	189	37.97	96.58	0.2514	-0.0208	0.2097	0.1771	0.0300	0.0253	0.0212	0.0179	12	38,,,,,,,,,,,,,,,,,,
375,15.00	-0.35	-13.00	13:44:28	196	39.46	95.89	0.3031	0.0049	0.2197	0.1736	0.0308	0.0244	0.0218	0.0172	12	35,,,,,,,,,,,,,,,,,,
376,15.00	0.15	-13.00	13:44:40	203	40.96	94.87	0.3234	0.0201	0.2145	0.1801	0.0296	0.0248	0.0209	0.0176	12	22,,,,,,,,,,,,,,,,,,
377,15.00	0.65	-13.00	13:44:52	181	36.59	93.87	0.2442	0.0266	0.2111	0.1616	0.0308	0.0236	0.0218	0.0167	16	25,,,,,,,,,,,,,,,,,,
378,15.00	1.15	-13.00	13:45:04	170	34.45	94.10	0.1882	0.0933	0.2200	0.1660	0.0332	0.0250	0.0235	0.0177	16	16,,,,,,,,,,,,,,,,,,
379,15.00	1.15	-13.50	13:45:17	167	34.08	91.26	0.1698	0.0879	0.2662	0.1704	0.0405	0.0259	0.0286	0.0183	19	19,,,,,,,,,,,,,,,,,,
380,15.00	0.65	-13.50	13:45:30	150	30.64	89.59	0.2841	0.0497	0.1973	0.1985	0.0317	0.0319	0.0224	0.0225	12	22,,,,,,,,,,,,,,,,,,
381,15.00	0.15	-13.50	13:45:43	177	35.65	97.36	0.2956	0.0523	0.1948	0.1915	0.0288	0.0283	0.0204	0.0200	12	28,,,,,,,,,,,,,,,,,,
382,15.00	-0.35	-13.50	13:45:55	208	41.94	92.91	0.3148	0.0025	0.1998	0.1916	0.0272	0.0261	0.0192	0.0185	12	48,,,,,,,,,,,,,,,,,,
383,15.00	-0.85	-13.50	13:46:08	197	40.41	94.26	0.3060	-0.0091	0.2124	0.1857	0.0297	0.0260	0.0210	0.0184	12	25,,,,,,,,,,,,,,,,,,
384,15.00	-1.35	-13.50	13:46:20	188	38.78	95.24	0.2547	-0.0358	0.2398	0.2004	0.0344	0.0287	0.0243	0.0203	16	25,,,,,,,,,,,,,,,,,,
385,15.00	-1.35	-14.00	13:46:33	217	43.48	87.35	0.2774	-0.0814	0.2318	0.1871	0.0309	0.0250	0.0219	0.0176	16	22,,,,,,,,,,,,,,,,,,
386,15.00	-0.85	-14.00	13:46:45	193	38.81	91.65	0.3030	-0.0296	0.2175	0.2022	0.0308	0.0286	0.0218	0.0202	16	22,,,,,,,,,,,,,,,,,,
387,15.00	-0.35	-14.00	13:46:58	212	42.01	95.87	0.3668	0.0255	0.1964	0.2115	0.0265	0.0285	0.0187	0.0202	16	35,,,,,,,,,,,,,,,,,,
388,15.00	0.15	-14.00	13:47:10	228	46.37	94.18	0.3409	0.0193	0.2073	0.2226	0.0270	0.0290	0.0191	0.0205	12	25,,,,,,,,,,,,,,,,,,
389,15.00	0.65	-14.00	13:47:23	195	40.05	97.29	0.3363	0.0727	0.2358	0.1993	0.0332	0.0281	0.0235	0.0198	16	25,,,,,,,,,,,,,,,,,,
390,15.00	1.15	-14.00	13:47:35	150	30.64	94.92	0.2371	0.1113	0.2183	0.1841	0.0350	0.0296	0.0248	0.0209	16	19,,,,,,,,,,,,,,,,,,
391,15.00	1.15	-14.50	13:47:47	131	26.72	92.04	0.2696	0.1215	0.2559	0.1734	0.0440	0.0298	0.0311	0.0211	19	16,,,,,,,,,,,,,,,,,,
392,15.00	0.65	-14.50	13:48:01	195	39.20	91.57	0.3559	0.0545	0.2075	0.2030	0.0292	0.0286	0.0207	0.0202	16	25,,,,,,,,,,,,,,,,,,
393,15.00	0.15	-14.50	13:48:13	194	39.46	92.33	0.4076	0.0065	0.2176	0.1963	0.0307	0.0277	0.0217	0.0196	12	28,,,,,,,,,,,,,,,,,,
394,15.00	-0.35	-14.50	13:48:25	188	38.21	93.12	0.3561	-0.0097	0.1760	0.2056	0.0252	0.0295	0.0178	0.0208	16	28,,,,,,,,,,,,,,,,,,
395,15.00	-0.85	-14.50	13:48:38	207	42.48	95.53	0.4000	-0.0247	0.2185	0.1901	0.0298	0.0260	0.0211	0.0184	16	22,,,,,,,,,,,,,,,,,,
396,15.00	-1.35	-14.50	13:48:51	212	42.59	92.85	0.3470	-0.0535	0.2476	0.1942	0.0334	0.0262	0.0236	0.0185	19	22,,,,,,,,,,,,,,,,,,
397,15.00	-1.35	-15.00	13:49:03	184	37.47	86.88	0.3775	-0.0431	0.2503	0.1872	0.0363	0.0271	0.0256	0.0192	19	22,,,,,,,,,,,,,,,,,,
398,15.00	-0.85	-15.00	13:49:15	196	39.43	84.05	0.4154	-0.0200	0.1993	0.2059	0.0280	0.0289	0.0198	0.0204	16	25,,,,,,,,,,,,,,,,,,
399,15.00	-0.35	-15.00	13:49:27	214	43.04	98.46	0.3964	-0.0140	0.2059	0.1929	0.0276	0.0259	0.0195	0.0183	16	35,,,,,,,,,,,,,,,,,,
400,15.00	0.15	-15.00	13:49:39	184	36.97	90.55	0.3852	0.0161	0.1961	0.2152	0.0284	0.0312	0.0201	0.0220	19	32,,,,,,,,,,,,,,,,,,
401,15.00	0.65	-15.00	13:49:51	168	33.80	90.85	0.3591	0.0425	0.2026	0.1945	0.0307	0.0295	0.0217	0.0209	12	19,,,,,,,,,,,,,,,,,,
402,15.00	1.15	-15.00	13:50:04	152	31.15	92.45	0.3313	0.0678	0.2733	0.1819	0.0436	0.0290	0.0308	0.0205	22	22,,,,,,,,,,,,,,,,,,
403,15.00	1.15	-15.50	13:50:16	171	34.62	90.85	0.3563	0.0440	0.2227	0.2094	0.0335	0.0315	0.0237	0.0223	22	25,,,,,,,,,,,,,,,,,,
404,15.00	0.65	-15.50	13:50:28	168	33.72	95.15	0.3798	0.0397	0.2217	0.2088	0.0336	0.0317	0.0238	0.0224	12	25,,,,,,,,,,,,,,,,,,
405,15.00	0.15	-15.50	13:50:40	199	40.09	88.51	0.4023	0.0563	0.1978	0.2171	0.0275	0.0302	0.0195	0.0214	12	25,,,,,,,,,,,,,,,,,,
406,15.00	-0.35	-15.50	13:50:52	208	42.61	92.35	0.4066	-0.0016	0.2064	0.2216	0.0281	0.0302	0.0199	0.0213	16	32,,,,,,,,,,,,,,,,,,
407,15.00	-0.85	-15.50	13:51:03	194	39.94	97.56	0.3856	-0.0159	0.1825	0.2049	0.0257	0.0289	0.0182	0.0204	12	25,,,,,,,,,,,,,,,,,,
408,15.00	-1.35	-15.50	13:51:15	186	37.41	90.15	0.3951	-0.0362	0.2181	0.1798	0.0314	0.0259	0.0222	0.0183	19	28,,,,,,,,,,,,,,,,,,
409,15.00	-1.35	-16.00	13:51:28	186	38.07	94.90	0.3897	-0.0491	0.2317	0.2114	0.0334	0.0305	0.0236	0.0215	19	25,,,,,,,,,,,,,,,,,,
410,15.00	-0.85	-16.00	13:51:40	161	33.08	95.13	0.3385	-0.0519	0.2195	0.2264	0.0340	0.0351	0.0241	0.0248	16	28,,,,,,,,,,,,,,,,,,
411,15.00	-0.35	-16.00	13:51:52	171	34.90	96.47	0.4040	0.0131	0.2039	0.2371	0.0307	0.0356	0.0217	0.0252	16	25,,,,,,,,,,,,,,,,,,
412,15.00	0.15	-16.00	13:52:05	209	42.32	72.86	0.3835	0.0575	0.2180	0.2228	0.0296	0.0303	0.0210	0.0214	16	22,,,,,,,,,,,,,,,,,,
413,15.00	0.65	-16.00	13:52:17	180	36.16	94.32	0.3818	0.0448	0.2065	0.2269	0.0303	0.0332	0.0214	0.0235	16	22,,,,,,,,,,,,,,,,,,
414,15.00	1.15	-16.00	13:52:29	156	32.23	88.99	0.3684	0.0604	0.2373	0.1832	0.0374	0.0288	0.0264	0.0204	19	25,,,,,,,,,,,,,,,,,,
415,15.00	1.65	-16.50	13:52:41	121	24.57	91.96	0.3115	0.0991	0.1977	0.2195	0.0354	0.0393	0.0250	0.0278	19	35,,,,,,,,,,,,,,,,,,
416,15.00	1.15	-16.50	13:52:54	144	29.31	92.20	0.3118	0.0582	0.1851	0.1937	0.0303	0.0317	0.0214	0.0224	22	32,,,,,,,,,,,,,,,,,,
417,15.00	0.65	-16.50	13:53:06	185	37.06	92.30	0.3254	0.0742	0.2033	0.2574	0.0294	0.0372	0.0208	0.0263	16	25,,,,,,,,,,,,,,,,,,
418,15.00	0.15	-16.50	13:53:18	189	38.46	85.33	0.3602	0.0431	0.2069	0.2428	0.0296	0.0347	0.0209	0.0245	19	22,,,,,,,,,,,,,,,,,,
419,15.00	-0.35	-16.50	13:53:31	135	27.19	90.74	0.4032	0.0169	0.2260	0.2444	0.0383	0.0414	0.0271	0.0293	19	25,,,,,,,,,,,,,,,,,,
420,15.00	-0.85	-16.50	13:53:43	176	35.59	95.63	0.3671	-0.0194	0.2006	0.2367	0.0297	0.0351	0.0210	0.0248	12	22,,,,,,,,,,,,,,,,,,
421,15.00	-1.35	-16.50	13:53:55	192	39.02	90.46	0.3455	-0.0282	0.2142	0.2184	0.0304	0.0310	0.0215	0.0219	19	22,,,,,,,,,,,,,,,,,,
422,15.00	-1.85	-17.00	13:54:07	164	33.02	94.00	0.3272	-0.0799	0.2182	0.1907	0.0335	0.0293	0.0237	0.0207	16	35,,,,,,,,,,,,,,,,,,
423,15.00	-1.35	-17.00	13:54:20	200	40.20	89.07	0.3350	-0.0488	0.2133	0.2187	0.0296	0.0304	0.0210	0.0215	25	25,,,,,,,,,,,,,,,,,,
424,15.00	-0.85	-17.00	13:54:32	170	34.59	89.78	0.3661	-0.0348	0.2456	0.2389	0.0370	0.0360	0.0262	0.0255	12	19,,,,,,,,,,,,,,,,,,
425,15.00	-0.35	-17.00	13:54:44	165	33.59	92.88	0.3851	-0.0146	0.2160	0.2688	0.0331	0.0411	0.0234	0.0291	16	19,,,,,,,,,,,,,,,,,,
426,15.00	0.15	-17.00	13:54:57	201	41.24	94.48	0.3613	0.0460	0.2313	0.2254	0.0321	0.0312	0.0227	0.0221	19	19,,,,,,,,,,,,,,,,,,
427,15.00	0.65	-17.00	13:55:09	171	34.52	91.22	0.3422	0.0508	0.2495	0.2377	0.0375	0.0357	0.0265	0.0253	12	19,,,,,,,,,,,,,,,,,,
428,15.00	1.15	-17.00	13:55:21	124	25.07	91.87	0.2984	0.0479	0.2213	0.2216	0.0391	0.0392	0.0277	0.0277	22	25,,,,,,,,,,,,,,,,,,
429,15.00	1.65	-17.00	13:55:33	141	28.56	91.56	0.2957	0.0991	0.2017	0.1903	0.0334	0.0315	0.0236	0.0223	16	35,,,,,,,,,,,,,,,,,,
430,15.00	2.15	-17.50	13:55:46	133	26.91	87.24	0.2540	0.0710	0.2266	0.1652	0.0387	0.0282	0.0273	0.0199	19	25,,,,,,,,,,,,,,,,,,
431,15.00	1.65	-17.50	13:55:58	148	29.66	95.63	0.2521	0.1052	0.1831	0.1934	0.0296	0.0313	0.0209	0.0221	12	28,,,,,,,,,,,,,,,,,,
432,15.00	1.15	-17.50	13:56:10	141	28.47	88.95	0.3113	0.0392	0.2187	0.2378	0.0362	0.0394	0.0256	0.0279	22	25,,,,,,,,,,,,,,,,,,
433,15.00	0.65	-17.50	13:56:22	147	29.67	93.39	0.3170	0.0712	0.2440	0.2521	0.0396	0.0409	0.0280	0.0289	12	19,,,,,,,,,,,,,,,,,,
434,15.00	0.15	-17.50	13:56:35	181	36.71	90.88	0.3544	0.0258	0.2132	0.2227	0.0311	0.0325	0.0220	0.0230	19	22,,,,,,,,,,,,,,,,,,
435,15.00	-0.35	-17.50	13:56:48	194	39.73	94.88	0.3980	-0.0108	0.2226	0.2337	0.0314	0.0330	0.0222	0.0233	12	19,,,,,,,,,,,,,,,,,,
436,15.00	-0.85	-17.50	13:57:00	188	37.84	92.87	0.3681	-0.0107	0.2236	0.2378	0.0320	0.0341	0.0227	0.0241	12	22,,,,,,,,,,,,,,,,,,
437,15.00	-1.35	-17.50	13:57:12	169	34.03	85.65	0.2939	-0.0585	0.2420	0.2285	0.0366	0.0346	0.0259	0.0244	16	19,,,,,,,,,,,,,,,,,,
438,15.00	-1.85	-17.50	13:57:24	191	38.35	95.59	0.2712	-0.0714	0.2075	0.2006	0.0295	0.0285	0.0209	0.0202	16	22,,,,,,,,,,,,,,,,,,
439,15.00	-2.35	-18.00	13:57:36	172	34.80	94.81	0.2325	-0.0684	0.1795	0.2008	0.0269	0.0301	0.0190	0.0213	12	22,,,,,,,,,,,,,,,,,,
440,15.00	-1.85	-18.00	13:57:48	189	37.90	88.19	0.2674	-0.0574	0.2332	0.2307	0.0333	0.0330	0.0236	0.0233	9	19,,,,,,,,,,,,,,,,,,
441,15.00	-1.35	-18.00	13:58:01	171	35.14	95.85	0.3037	-0.0357	0.2494	0.2217	0.0375	0.0333	0.0265	0.0236	16	19,,,,,,,,,,,,,,,,,,
